x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.0013000000000000002,0.0014333333333333333,0.0015666666666666667,0.0017,0.0018333333333333333,0.0019666666666666665,0.0021000000000000003,0.0022333333333333333,0.0023666666666666667,0.0025
4.8169550107701475,5.625131200965698,6.450936693901683,7.290686604864772,8.141594242656888,9.001519345316881,9.868791045914357,10.742081953972129,11.620317624341183,12.502610886281088
4.7993673178421075,5.634050867727523,6.4630446148297676,7.294247876920979,8.134537244054632,9.004877442925439,9.866485898007957,10.747610627024791,11.61250444590749,12.51160608264693
4.813872059337795,5.613945911940714,6.45526733563905,7.284955195543733,8.120670372105604,8.995596710300623,9.877594135776185,10.751599489700926,11.624873428122182,12.492575356882558
4.8197684725184535,5.626048600963549,6.472615628253019,7.287618937495658,8.13792514164512,9.011282828252122,9.876353241628182,10.747995851852698,11.622260234447763,12.50589274541683
4.803275026186991,5.61541085888153,6.452837586559284,7.295161198670029,8.139659737871236,8.997258466391228,9.84639571875306,10.73880341157099,11.623339974718183,12.506996934946375
4.799605385243357,5.622057795118554,6.4543572727346135,7.296162819778079,8.145339455509381,9.014336684106853,9.876467718649408,10.748728515623608,11.609109580642828,12.503119602284851
4.832755503046265,5.632888744901445,6.460566430219532,7.2964774381607915,8.138185791740531,9.007742308098303,9.861615606653995,10.740073723799771,11.606977763190974,12.50796687746879
4.824141546960871,5.622517740385106,6.453247338915454,7.313202162331749,8.147541337669058,9.003625934595469,9.862458501151997,10.744111005076947,11.622331832898507,12.503058415583082
4.805597547300116,5.625916471211159,6.458704568599676,7.292195175916412,8.135577474402593,9.001789591172138,9.86139098209649,10.730948892605332,11.617476968729145,12.489679850321407
4.8163699778905515,5.629816202042287,6.461043712929238,7.283123184521563,8.154574339302144,8.98581715852338,9.856395679469944,10.753349518013858,11.626714548547598,12.515781915041034
4.825613279504192,5.600533236666537,6.457014099129908,7.299430031280695,8.153333404949137,8.979612078508287,9.879631433061114,10.730803452822247,11.617611400563188,12.490187017342919
4.815800631384236,5.615734388820798,6.455853656809552,7.295159830158843,8.126922351748332,9.009797177040767,9.87814393972257,10.755712108967206,11.632559797037446,12.501495413007747
4.833231006669366,5.629240942974056,6.448993664458056,7.292331598813239,8.133895976265793,9.004450693583033,9.868838967107527,10.743505594108075,11.615950812124508,12.51392440248631
4.818292004143989,5.6287211674187985,6.443702227156938,7.279891820638255,8.141749460867329,8.99330249674901,9.873343068778963,10.737810007257368,11.626074656664878,12.513599372238982
4.800615051860108,5.607149715413231,6.444286626089513,7.283913471771576,8.145530749211542,9.011300368263871,9.883645160440938,10.736231605608154,11.610164128488085,12.509267880471993
4.8232363417964175,5.632740862934248,6.458931187158165,7.2899359384084415,8.142261627601291,8.997704569114546,9.868539126813404,10.751951527252867,11.622789994364762,12.500174866277188
4.805676908615696,5.615645242587392,6.463244268660544,7.286999276559732,8.141350454379545,9.006986560373917,9.850323622516699,10.74256622374559,11.62706072174825,12.508748976102416
4.813494697943483,5.616841827067114,6.456424317115663,7.300165193858231,8.151654498763868,8.981635363529508,9.874328619187297,10.739341156574545,11.607504788503574,12.505216461122364
4.816754341563647,5.611568755512462,6.448796758331289,7.2953573320779945,8.127562099726731,8.998867655464279,9.850713303719594,10.738600008068945,11.626510081758669,12.507654895665596
4.803090593961835,5.614095574403651,6.4386024260395915,7.288332784752471,8.155953068333243,9.014505751545768,9.874988554108072,10.754349508978104,11.61879630435079,12.504148735111887
4.81514867374827,5.637855082166103,6.452416106700456,7.29074007555678,8.156382350829269,8.98657273586124,9.870598963145364,10.745343585191556,11.632003687010572,12.500274364373505
4.835383360809757,5.620607229488055,6.4492091365033355,7.299580044477746,8.134295415721796,9.004821515592468,9.860895133103718,10.753857517478119,11.62513951956973,12.50584474456525
4.820769192536018,5.633110432071822,6.450676263404945,7.298323339722723,8.149729881643118,9.011805035643844,9.862856271806473,10.756091039376054,11.637203442943774,12.509730966282197
4.829309427082194,5.634250921707056,6.431582869808784,7.285427581991369,8.144154962120218,9.01435501657077,9.869453296547626,10.734171505825408,11.60346030531153,12.502244757986482
4.820420643697192,5.6314273408128805,6.42893088309513,7.289748583491806,8.156500344577259,8.985973649104215,9.865514720417073,10.735834713867908,11.61332770371709,12.484708033396604
4.8225721111876805,5.6453285775212505,6.4556623210800845,7.314006056136334,8.143925893773728,9.00616828592525,9.871321844418542,10.758147401065022,11.614359715325616,12.523028277437932
4.800537640640761,5.606590758986093,6.45704729804317,7.293195798660538,8.133271586068162,9.004638723547302,9.872339938082947,10.72036544450243,11.6277141018019,12.51881231152326
4.821299628578042,5.6183300196483295,6.440607138322306,7.290305792998825,8.153274679519454,8.99961197886595,9.856397238689482,10.741090377027014,11.62190857907801,12.504233739019718
4.805951048230698,5.624314054234666,6.4473618760009,7.292330839191341,8.160468524307863,9.000802051260898,9.873992662854581,10.727704857841278,11.626461420109873,12.503753052832192
4.804981580627674,5.645520356113419,6.434896124422865,7.288114590235959,8.139590758622367,9.004639280630913,9.84865328379567,10.735072382145617,11.615990700035045,12.49523576750072
4.809091600554486,5.61167369883288,6.445533154840144,7.279696275443307,8.128682339140969,8.998222956044804,9.857218535297744,10.7237779152905,11.618046587709477,12.517630947270742
4.816888946540619,5.613077646901289,6.455583738854605,7.30583188446934,8.132889020785585,8.999450917498867,9.865171118750858,10.737341255588735,11.614391108581664,12.505491133191372
