x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1.107624076553358,1.107624076555645,1.1076240765560288,1.1076240765561065,1.107624076556851,1.1076240765566887,1.1076240765568865,1.1076240765563865,1.1076240765568437,1.1076240765566856
0.9978011004884008,1.4232652735335982,1.6164331439652209,1.7289047278789773,1.7997912951580304,1.8539612997359574,1.8946994368364352,1.9246909870889606,1.9493712752700456,1.9705532389255647
0.5515746572985646,1.0281567346877882,1.2819032221814664,1.4397416089261728,1.5429871331012228,1.6238587463362806,1.6858230582654703,1.732083510849102,1.7705678619796077,1.803900402471638
0.320348007583637,0.7665979517460497,1.0410594000437525,1.2221948129927442,1.3446144189283993,1.4425742037184877,1.5188274317940746,1.5764208216562257,1.6247628933547542,1.6669482924934154
0.19094913892111517,0.5815667682239856,0.8567994318146173,1.0489136397536567,1.1827927759793715,1.2920696415667918,1.3783811114104416,1.4442688535529284,1.5000242588855908,1.5490092000220193
0.11571589854791593,0.44622114287492975,0.7114169347708253,0.9068249516961101,1.0470708852065753,1.163737686178588,1.2571717199852752,1.329218125146955,1.3906536295319305,1.444972823757452
0.07094526879860011,0.3451656786479761,0.5945075317084937,0.788202934247862,0.9312648435724323,1.0524855477362098,1.1508748049702042,1.2274805062244813,1.2932852247118198,1.3518219619501481
0.043878025504983466,0.2686489931853186,0.49926357458430376,0.6879447275528433,0.8312781620608969,0.9549362451848498,1.0566224309040066,1.1365441409607127,1.2056879197638457,1.2675573571644614
0.027324123322792274,0.21011799154614408,0.42092849013241496,0.6024395711478233,0.7441988566841513,0.8686845333287735,0.9723704436357344,1.0546183453291986,1.1262712156907895,1.190754019071521
0.01711029516777355,0.16499452126626452,0.3560296561626023,0.5290104867095098,0.6678548524842615,0.7919310773785547,0.8965876371987479,0.9803610671749596,1.0538428551099557,1.1203437329636232
0.010764018927596397,0.12999217069514699,0.3019516183368289,0.46560522549834116,0.6005685880955881,0.7232808988119989,0.8280846798442179,0.9127289740872365,0.9874755487863397,1.055495522169791
0.006798189332035163,0.10270445011003537,0.2566785577157741,0.4106105930575745,0.541010018569829,0.6616228768794438,0.765911963807661,0.8508880052802694,0.9264274927478404,0.9955443794469994
0.004308044063819508,0.08134242643909094,0.21862916360224458,0.36273379157740515,0.488102942717496,0.6060531195213721,0.7092947314052488,0.7941566124063107,0.8700919619309043,0.9399460879997327
0.00273811010708396,0.06456049942530785,0.18654567379285641,0.32092284254941905,0.4409623450074137,0.5558238117848707,0.657589831503988,0.741967959650896,0.8179637630738896,0.8882471678250152
0.0017448476949079165,0.05133696921081188,0.15941649609544706,0.28431111389299757,0.39885081351686186,0.5103077085833057,0.6102557453402204,0.6938437481020998,0.7696160204695809,0.8400640900043138
0.001114497086105957,0.040890099668392584,0.13642061105488731,0.25217740795630944,0.3611472366916955,0.46897267910345647,0.5668311289376456,0.6493754962249921,0.7246835866905345,0.7950684314291646
0.0007133697708806257,0.03261794637451843,0.11688663661778347,0.22391648166569486,0.3273237076341339,0.43136295705232436,0.5269190306407162,0.6082107853546503,0.6828508628350632,0.7529759821132976
0.00045748870791324726,0.026054523630286586,0.10026207245473713,0.19901678639649684,0.29692809203448367,0.3970850089216805,0.49017501189931784,0.5700429174345654,0.6438426476679575,0.7135385665119761
0.0002939030991064575,0.020837451629350252,0.08608979846686303,0.1770433416728466,0.2695706123173492,0.36579667020881246,0.45629802650919415,0.5346029822352527,0.607417124343924,0.676537779426527
0.00018911430386338882,0.01668381552788807,0.07398985842193906,0.15762434566936967,0.2449133476932341,0.3371986493403449,0.42502329561313834,0.5016536663161413,0.5733603913826103,0.6417801044486265
0.00012186739793445381,0.013371986821586891,0.06364516777032234,0.14044056134392247,0.22266189526165242,0.31102778275344173,0.39611665663279144,0.4709843471193673,0.541482132305391,0.6090930513330448
7.864061376103845e-5,0.010727828237832925,0.05479018308056449,0.1252168011583996,0.20255866202748835,0.2870516089492723,0.36937002075303615,0.4424071527001641,0.511612140274252,0.5783220580899284
5.081141267796774e-5,0.008614155748177657,0.047201838434177565,0.11171502339509538,0.18437740759266902,0.265063952103086,0.3445976776402932,0.4157537587128064,0.48359749502778304,0.549327976163938
3.2869579495511384e-5,0.006922642733331041,0.040692238541566096,0.09972868328805666,0.16791875976841833,0.2448812896801068,0.3216332571540221,0.3908727565247512,0.45730024474923225,0.5219850067131913
2.128692578452699e-5,0.005567569529009125,0.035102727905953826,0.08907807321362614,0.15300649679313172,0.22633973687312242,0.30032720723330425,0.3676274695960373,0.43259548394818115,0.496178990483697
1.38002966144079e-5,0.004480976812208511,0.030299048071704186,0.07960645099673068,0.1394844405355407,0.20929252199171725,0.28054468205316174,0.3458941257708914,0.40936974550336475,0.4718059780066883
8.955589787472715e-6,0.0036088932030439867,0.026167362458817935,0.07117680239072821,0.12721384175935394,0.19360785683323967,0.2621637598353861,0.3255603152616499,0.38751964468617145,0.44877102449850964
5.8170975548424005e-6,0.002908389077405984,0.022610978084093916,0.06366911833682506,0.11607116539596717,0.1791671278904726,0.24507392810867107,0.3065236801782995,0.366950727235464,0.42698716659752145
3.7818396619219663e-6,0.002345268718792346,0.019547630735797263,0.05697809340080273,0.10594620379313055,0.1658633505069933,0.22917478793771015,0.2886907934590454,0.3475764842190764,0.4063745476431773
2.4607335047815357e-6,0.001892257633432237,0.01690722837892411,0.05101117124579535,0.09674046094336868,0.15359984024025009,0.2143749388476428,0.27197619393901,0.32931750426714307,0.3868596652049617
1.6024057414529901e-6,0.0015275753374142903,0.014629969175403386,0.04568687790904385,0.08836576221348268,0.1422890650164408,0.20059101403272928,0.2563015511679431,0.3121007398716839,0.3683747200544621
1.0442633154666011e-6,0.0012338091808060446,0.012664767198025999,0.04093339515225311,0.08074305294563698,0.1318516487985018,0.18774684143870493,0.24159493882188102,0.2958588690897927,0.3508570499356938
6.810227690201057e-7,0.000997023942730271,0.010967931938976484,0.03668733512718129,0.07380135617586055,0.12221550300537702,0.17577271091896285,0.2277901995493506,0.2805297375054521,0.33424863461406756
4.444397829465098e-7,0.0008060565592907036,0.009502057956947418,0.032892684678355946,0.06747686514833384,0.11331506629724503,0.1646047313479345,0.21482638731300652,0.26605586817110305,0.31849566126417783
2.902354983956364e-7,0.0006519565628451622,0.008235089116442109,0.029499893215769853,0.061712150587084666,0.10509063676801732,0.15418426443620364,0.20264727576882952,0.25238402943865035,0.30354814120676193
1.8965398850544488e-7,0.0005275414501085224,0.007139528341412363,0.026465082585285182,0.056455466115086825,0.09748778332665475,0.14445742427923555,0.19120092320882498,0.2394648523398863,0.28935957056538003
1.240039864750786e-7,0.00042704287630082545,0.00619176899656815,0.023749360993811794,0.051660137983300616,0.0904568252726817,0.1353746335399103,0.18043928622744002,0.2272524906338317,0.2758866287297162
8.112610846859908e-8,0.0003458247552809836,0.005371528193667485,0.021318225977203172,0.047284027490421314,0.08395237082186238,0.12689022860430293,0.17031787550002916,0.21570431770207613,0.26308890944014224
5.310394248089625e-8,0.0002801583804993771,0.004661365718049157,0.019141043808253013,0.04328905631531048,0.0779329068138109,0.11896210729076896,0.16079544814870664,0.20478065544493518,0.25092868018833137
3.47795871060265e-8,0.00022704283134511173,0.004046275036432183,0.017190594714032618,0.03964078648397678,0.07236043302639371,0.11155141368723431,0.15183373203619632,0.1944445310993954,0.23937066631988374
2.2790014055850526e-8,0.00018406139506867408,0.003513335109770914,0.01544267489696996,0.03630804792248356,0.0672001354866167,0.10462225547940807,0.14339717799560475,0.1846614584726425,0.2283818567190395
